Ticker	DIV	MO	VALUE	SIZE	PFT	GROWTH	MCAP	SECTOR	FRET
DGX	0.101528205	-0.336123735	0.437319598	-1.116339704	-0.509331396	-0.573667701	14106.6877	Health Care Equipment & Servic	0.005048544
DHI	-0.468919212	0.805731361	0.407667222	-0.815500498	-0.487304736	0.525054407	19430.3389	Consumer Durables & Apparel	-0.009714286
DHR	-0.897062023	1.289379969	-0.709377531	-0.153136115	-0.611548006	0.11328363	101615.116	Health Care Equipment & Servic	-0.000288268
DIS	-0.333729836	0.667071216	-0.178915293	0.434650647	-0.146244711	-0.175061739	234665.6538	Media & Entertainment	0.005257461
DISCA	-1.207609482	-1.154301791	0.519088918	-0.761811513	-0.380887529	0.009013502	19235.9257	Media & Entertainment	0.022856098
DISCK	-1.207609482	-1.066295342	0.519088918	-0.761811513	-0.380887529	0.009013502	19235.9257	Media & Entertainment	0.020531873
DISH	-1.207609482	-0.159569528	1.130837582	-0.735017582	-0.621295411	-1.194302076	16307.6311	Media & Entertainment	0.02745098
DKS	0.627602459	-0.063638668	1.516395141	-1.494933597	-0.833643255	-0.379535936	3503.9834	Retailing	0.005357143
DLPH	-1.207609482	-2.233990148	2.919441154	-2.007074373	0.706520695	-1.012641856	1071.4686	Automobiles & Components	0.061622465
DLR	0.937438395	0.411309797	-1.130086693	-1.005775094	-0.504166532	0.505223	28374.9574	Real Estate	-0.01025641
DLTR	-1.207609482	1.345298513	0.27422211	-0.59638003	-0.683957149	0.843634411	27383.3959	Retailing	0.011236941
DLX	0.500239836	-1.027116816	2.295925344	-2.185765028	-0.031470278	-0.541982863	1951.2307	Commercial & Professional Serv	0.009756098
DNKN	0.051980329	0.360219821	-0.642521649	-1.933479491	0.938748882	-0.249931026	6371.7041	Consumer Services	0.003098373
DNOW	-1.207609482	-1.830218794	0.511536592	-2.25117125	-1.098935675	-0.201099308	1159.7749	Capital Goods	0.035087719
DO	-1.207609482	-3.000016743	0.595578793	-2.227124802	-1.066254497	-1.999057845	710.5026	Energy	0.112648221
DOV	0.126948982	0.064198834	0.093236828	-1.18979532	-0.440214468	-0.939330885	13816.5877	Capital Goods	0.025705858
DPZ	-0.513033639	-1.1234757	-0.535150009	-1.917176321	0.625086367	0.407494665	9983.7426	Consumer Services	0.011853829
DRE	0.416086067	0.585615472	-1.091974164	-1.689061458	-0.108911084	-0.426833419	12383.0704	Real Estate	0.00660066
DRI	0.748108586	0.392452558	0.308493531	-1.23189713	-0.230659831	0.157230355	14273.2706	Consumer Services	0.009015442
DRQ	-1.207609482	-0.629007117	-1.271621357	-2.700495732	-1.612614661	-1.779194007	1740.1105	Energy	0.04751269
DTE	0.641315448	0.338209261	0.292158442	-0.601883686	-0.7988434	-0.237284467	24239.822	Utilities	-0.003070074
DUK	1.308659364	0.364918214	0.157076191	0.046385957	-0.310606222	-0.573972444	70798.1637	Utilities	-0.003323294
DVA	-1.207609482	-1.18375527	1.728947328	-1.036420471	-0.792358953	-0.674241384	7746.5286	Health Care Equipment & Servic	0.01110713
DVN	-0.177259454	-2.331435299	1.998782806	-0.971646022	-0.829353077	-0.860635457	9134.9202	Energy	0.020643303
DXC	0.784849048	-3.000016743	2.870625123	-0.821903603	-0.474581816	-0.005181964	7143.7169	Software & Services	0.054155698
DY	-1.207609482	-2.387743614	0.782709083	-2.151191855	-1.087955093	0.343720264	1449.6081	Capital Goods	0.048129512
EA	-1.207609482	-0.983746136	-0.286525116	-1.093437375	0.352199676	0.416565606	28176.9834	Media & Entertainment	0.017940128
EAT	1.169006799	-1.057063443	2.034012739	-2.265743058	-0.413043362	-1.072617263	1545.8259	Consumer Services	0.015048909
EBAY	-0.262060062	0.838868891	0.113855812	-0.702474957	-0.213794256	-1.20253578	32133.0346	Retailing	0.0163459
ECL	-0.596087782	1.105129934	-0.598305267	-0.540856196	-0.474251802	-0.41415719	56002.2629	Materials	0.00802319
ED	0.826246751	0.467591208	0.075515914	-0.511342756	-0.556994884	-0.641162578	31268.0554	Utilities	-0.008919936
EFX	-0.476616597	0.288837172	-0.508732295	-1.353376274	-0.187429633	-0.054950318	16686.872	Commercial & Professional Serv	0.017101265
EHC	-0.047568211	-1.166316108	0.74239033	-1.590157752	-0.504529005	-0.209573583	6160.3583	Health Care Equipment & Servic	0.009119497
EIX	0.888925462	-0.276672092	0.585195167	-0.516949303	-0.504783648	-0.878697874	27067.9886	Utilities	-0.03854967
EL	-0.646088446	1.994752167	-0.749790606	-0.589875548	0.192753107	-0.002782215	71553.0414	Household & Personal Products	0.021930518
EME	-0.96200467	0.555999434	0.65558029	-1.563366747	-0.846680741	-0.3885666	4730.4764	Capital Goods	0.023968519
EMN	1.049535614	-1.575019481	1.854977207	-1.052672395	-0.430774046	-0.415763667	9736.1741	Materials	0.040406935
EMR	0.737177005	-1.309165936	0.23799146	-0.564409496	-0.197371738	-0.960126434	40098.4658	Capital Goods	0.030591852
ENR	0.694873727	-1.799656719	0.731445081	-1.990921634	1.005517352	1.35112488	2811.2029	Household & Personal Products	0.026656512
ENS	-0.476810649	-1.821618474	0.796455886	-1.981378569	-0.743461391	-0.324946085	2632.1776	Capital Goods	0.034131933
EOG	-0.158759855	-2.320924964	1.457892178	-0.472280596	0.123076606	-0.297989688	41180.6232	Energy	0.004933972
EPC	-1.207609482	-1.880121787	1.842389933	-2.079602223	-0.709539242	-1.521967796	1706.6121	Household & Personal Products	0.018649518
EPR	2.539529519	0.443139517	-0.380946151	-1.973327036	0.53937561	0.238771363	6024.6038	Real Estate	-0.003607783
EQIX	-0.113351749	1.195827274	-1.181394816	-0.808317115	-0.426762301	0.894950176	49335.0973	Real Estate	-0.009769311
EQR	0.471067392	1.204944263	-1.168638551	-1.04686621	-0.019125824	-0.324468893	32438.4877	Real Estate	-0.006011797
EQT	-0.42357579	-3.000016743	2.42734874	-1.405426312	0.123730054	-0.498332943	2529.4393	Energy	0.025477707
ES	0.409294257	1.117918634	-0.232147338	-0.686797163	-0.5195823	-0.501709346	27703.5713	Utilities	0.000350713
ESS	0.319448303	1.226090211	-1.271120006	-1.379289854	0.083436312	0.293712857	21716.4674	Real Estate	-0.012145749
ETFC	-0.212447502	-1.228327452	2.20460455	-1.049572981	0.095403885	-0.352662872	8729.2293	Diversified Financials	0.01321699
ETN	1.10833329	-0.538794203	0.618616117	-0.47063858	-0.566550255	-0.802450418	33314.3999	Capital Goods	0.035114504
ETR	0.774758357	1.405126113	0.415003745	-0.601138826	-0.569518838	-0.606229497	23615.0089	Utilities	-0.004754224
EV	0.911694198	-1.095433557	0.527461186	-1.927786081	0.059222756	-0.381059958	4848.3734	Diversified Financials	0.020183056
EVR	0.774499622	-1.206047315	2.45601029	-2.098013217	0.477751972	0.378269894	3018.7145	Diversified Financials	0.023537323
EVRG	0.65425223	0.346208929	-1.339891536	-0.975745786	-0.689807788	-0.55519316	15543.2091	Utilities	0.007562628
EW	-1.207609482	1.970837346	-1.274146565	-1.166496456	0.425949829	0.463219197	47708.1376	Health Care Equipment & Servic	0.004511478
EWBC	0.476888944	-1.828392144	0.531445866	-1.334964413	-0.979324042	-0.056151863	6147.8904	Banks	0.034807832
EXC	0.728250625	0.112357702	1.290676428	0.007943175	-0.624385933	-0.446575866	46994.1832	Utilities	0.001897933
EXEL	-1.207609482	0.089985931	-0.022618933	-2.369413554	1.502902897	1.696995188	5160.0077	Pharmaceuticals, Biotechnology	-0.000604961
EXP	-0.917049351	-0.185243494	0.472447365	-2.120064114	-0.155126686	0.2024855	3741.7126	Materials	0.001993797
EXPD	-0.302552191	-0.315992077	0.105541969	-1.397753166	-0.05275031	-0.353924178	12201.3685	Transportation	0.031341007
EXPE	-0.547251429	-0.047710422	0.12314446	-0.841505101	-0.906923499	0.612868474	20486.8324	Retailing	0.016765939
EXR	0.775017093	1.503149819	-1.077426985	-1.596629714	0.298967655	0.358805311	15195.4405	Real Estate	-0.005245958
F	3.000075516	-0.23842955	1.968274497	0.443154817	-1.0810447	-0.805631592	34871.2295	Automobiles & Components	0.018561485
FAF	0.614795044	0.370720967	0.239735349	-1.333926048	-0.840873756	-0.321661535	6691.9734	Insurance	0.008881298
FAST	0.583488031	-2.437162844	-0.338929434	-1.412947156	0.531569516	-0.092630559	18223.6196	Capital Goods	0.171502257
FB	-1.207609482	0.553198628	-0.530860513	0.587071772	1.102068218	1.926438077	514814.9087	Media & Entertainment	0.02310726
FBHS	-0.193301064	-0.356046751	0.472196607	-1.449474455	-0.49262554	-0.109185859	7857.8778	Capital Goods	0.016882184
FCX	0.257481116	-1.722947784	2.630438712	-0.648010234	-0.22620247	-0.229461543	12811.3637	Materials	0.071829405
FDS	-0.434766106	0.773849802	-0.639963338	-2.024258499	1.097185387	0.022905041	9221.2132	Diversified Financials	0.016029491
FDX	-0.031526601	-1.837062359	2.310475004	-0.063094695	-0.562416707	-0.012270345	37310.1742	Transportation	0.029569892
FE	0.830968677	0.729729198	0.20109471	-0.603097864	-0.417689309	-1.096158093	26043.567	Utilities	-0.000208768
FFIV	-1.207609482	-1.637736987	0.36092139	-1.808656237	0.517910076	-0.226449665	7994.888	Technology Hardware & Equipmen	0.024311061
FHN	1.047853832	-0.750667636	-0.035244452	-1.335933739	-1.073815995	0.135254776	5018.3977	Banks	0.009505703
FICO	-1.207609482	2.835135318	-1.156551666	-2.116979432	0.187449637	-0.191696819	8956.4814	Software & Services	0.012176759
FII	1.062019609	0.984592896	0.565521736	-2.296692543	0.160659338	-0.171615601	3114.8447	Diversified Financials	0.006333122
FIS	-0.518467088	0.919353922	-1.154172349	-0.543804346	-0.388895864	0.669490521	80612.7149	Software & Services	0.003725103
FISV	-1.207609482	1.253747893	-1.272505775	-0.8157292	0.411614221	0.654521214	71827.5814	Software & Services	0.005136009
FITB	1.135629901	-0.643895918	0.348808414	-0.484064347	-1.052172247	-0.616760953	19357.8743	Banks	0.025592055
FIVE	-1.207609482	0.032877458	-0.918017299	-2.187687524	-0.128667873	1.464235869	7074.7533	Retailing	0.035813768
FL	1.154711654	-1.166182078	2.154227693	-1.463412772	-0.531298687	-0.385252026	4454.9705	Retailing	0.023100738
FLIR	-0.364648746	-1.05672955	-0.320250764	-1.878720293	-0.336936988	-0.312908311	7075.9248	Technology Hardware & Equipmen	0.016988195
FLO	0.975343167	0.577984385	0.188500972	-1.791297946	-0.742877026	-0.659868276	4763.2944	Food, Beverage & Tobacco	-0.002237136
FLR	1.758277234	-3.000016743	1.760525164	-1.317986404	-1.148677891	-1.627833324	2563.4684	Capital Goods	0.052455357
FLS	-0.103131691	-1.221342914	-0.090394169	-1.648010425	-0.870376531	-0.915824531	5838.3811	Capital Goods	0.042172817
FLT	-1.207609482	1.468226733	-0.937160477	-1.244299431	0.166110608	0.799875116	25080.4582	Software & Services	0.009880738
FMC	0.051592225	0.154783899	0.2142684	-1.329416058	-0.249986266	0.026486828	10720.2577	Materials	0.047922923
FNB	1.494560926	-1.104352366	0.410506354	-1.547363197	-1.092410026	0.310787481	3732.7943	Banks	0.014847162
FOX	-0.23159394	-0.212130113	-0.15738846	-0.975920372	-0.310334497	-0.240267943	18950.0694	Media & Entertainment	0.024157765
FOXA	-0.234310664	-0.212130113	-0.15738846	-0.975920372	-0.310334497	-0.25361134	18950.0694	Media & Entertainment	0.030799476
FR	0.288335342	0.820924716	-1.25813093	-2.276128712	-0.506695829	-0.105687906	5031.6613	Real Estate	0.003541614
FRT	0.790994019	0.050570293	-1.000645142	-1.788708106	0.147196531	-0.3918987	10188.5595	Real Estate	0.013166704
FSLR	-1.207609482	1.240716617	-0.61871386	-1.702920332	-1.155379162	-0.982048106	6251.49	Semiconductors & Semiconductor	0.003355112
FTI	0.246614219	-1.129790603	0.221234628	-0.876216627	-1.07580819	0.526255493	10327.1226	Energy	0.02399651
FTNT	-1.207609482	-0.681583374	-1.000337948	-1.728056731	-0.600806008	0.938474224	13250.1261	Software & Services	0.020103093
FTV	-0.935225531	-1.224844222	-0.056501025	-0.994770111	-0.346602305	-0.173864657	22312.9606	Capital Goods	0.038514443
FULT	0.911176727	-0.719555634	0.031569981	-1.817669543	-1.085311698	-0.68103365	2639.5363	Banks	0.014423077
GATX	0.392088336	-1.080696549	0.690659362	-1.949556578	-0.316218895	-0.688805757	2656.0801	Capital Goods	0.020438549
GD	0.286459509	-0.664921638	0.432736777	-0.179865923	-0.470252427	-0.344197103	51021.4252	Capital Goods	0.016639312
GE	-0.905729667	-1.832190949	0.366384089	0.587601901	-1.117087736	-1.657918602	74791.0044	Capital Goods	0.041420118
GEF	1.868433935	-1.836894493	1.983268607	-1.961992353	-0.724629874	-0.680413695	1939.7062	Materials	0.034724092
GEO	3.000075516	-1.593267325	1.419503254	-2.026551353	-0.757182475	-0.294187979	1924.2684	Real Estate	0.035859269
GGG	-0.287868943	-0.126214288	-0.298007573	-2.02931635	0.857409873	-0.295634291	7507.8928	Capital Goods	0.021665538
GHC	-0.667046033	0.643276605	0.39765817	-1.829024752	-0.97668278	-0.466108602	3535.9496	Consumer Services	0.005603113
GILD	1.397923162	-1.097157449	0.663793359	-0.122423144	0.470381249	0.08770166	79229.4566	Pharmaceuticals, Biotechnology	0.011539678
GIS	1.127220992	0.893514	0.235686178	-0.539195706	-0.449275163	-0.614424637	32818.5812	Food, Beverage & Tobacco	-0.004761033
GLW	0.639180879	-1.222916321	0.961971002	-0.735531825	-0.481214998	-0.480923052	21879.8684	Technology Hardware & Equipmen	0.030496454
GM	1.608792714	0.29280195	2.716811583	0.475976913	-0.644582049	-0.69658372	49842.0278	Automobiles & Components	0.026255049
GMED	-1.207609482	-0.517978097	-0.767898899	-2.350798799	-0.042495731	0.336250133	5021.4226	Health Care Equipment & Servic	0.020424671
GNTX	-0.077516862	1.256324712	0.332762292	-1.956183086	0.565445295	-0.229364313	6708.242	Automobiles & Components	0.018489985
GNW	-1.207609482	0.052858802	1.568167594	-1.031169591	-1.050395171	-1.537938035	2134.6918	Insurance	0.023529412
GOOG	-1.207609482	-0.158176741	-0.521428599	1.082805747	0.005511196	0.693996574	838951.2663	Media & Entertainment	0.005609472
GOOGL	-1.207609482	-0.19668952	-0.521428599	1.082805747	0.005511196	0.693996574	838951.2663	Media & Entertainment	0.005159285
GPC	0.848756752	-0.585657163	0.650172571	-0.889347115	-0.772818597	-0.31787077	14014.7591	Retailing	0.024968261
GPN	-1.191503188	1.686124901	-1.416669521	-0.971163377	-0.448162467	1.097259436	48261.0159	Software & Services	0.011046295
GPOR	-1.207609482	-3.000016743	2.52043223	-2.191936074	0.342563011	-0.241962285	414.4296	Energy	0.079303675
GPS	2.65828918	-2.189587862	2.784403062	-1.074191039	-0.600595625	-0.733797656	6099.0323	Retailing	0.03003003
GRMN	0.528053918	0.632607815	-0.399018256	-1.439893574	-0.11989529	-0.513258356	16152.9672	Consumer Durables & Apparel	0.017170891
GS	0.403019917	-0.739580606	1.586139396	0.634758811	-0.087953212	-0.507837292	75132.3201	Diversified Financials	0.024065643
GT	1.788937408	-2.471878101	2.906912034	-1.188752593	-0.980356582	-0.501144077	3212.2799	Automobiles & Components	0.053944954
GVA	-0.146211176	-2.027435829	1.098300041	-2.10800184	-1.098921894	0.003561942	1484.3662	Capital Goods	0.034515516
GWR	-1.207609482	0.691256515	0.032409508	-1.630407121	-0.665297687	-0.254108898	6295.9053	Transportation	-0.000902609
GWW	0.07183829	-1.332226845	0.462212548	-1.136911632	0.179419224	-0.507730551	15891.6615	Capital Goods	0.057116137
HAE	-1.207609482	0.465871698	-1.020772404	-2.228232535	-0.533921793	-0.692741305	6390.4043	Health Care Equipment & Servic	0.024878399
HAIN	-1.207609482	-1.554920943	0.021297926	-2.080738276	-1.142797305	-0.1653094	2157.8471	Food, Beverage & Tobacco	0.023738872
HAL	1.303031864	-2.929209612	2.135866953	-0.642527403	-0.594612139	-0.755546867	16248.5428	Energy	0.028214867
HAS	0.280379221	0.147714254	-0.466770383	-1.376585551	-0.340545369	-0.371208647	14921.9867	Consumer Durables & Apparel	0.015403935
HBAN	1.580461161	-0.951793638	0.212648909	-0.704651957	-1.031589451	-0.030813849	14446.7505	Banks	0.018936635
HBI	1.411183364	-1.196053272	1.513634764	-1.442735902	0.032927524	0.184352776	5358.0711	Consumer Durables & Apparel	0.034576271
HCA	-0.327714232	-0.789873784	1.395352633	-0.206474107	-0.469446216	-0.119718817	40106.3979	Health Care Equipment & Servic	0.015772605
HCP	1.423149888	1.593448592	-1.099982184	-1.347475214	-0.316022012	-0.53391889	17871.5035	Real Estate	-0.005471956
HCSG	0.936403453	-2.331803867	0.219856205	-2.461935234	-0.544892771	0.117633043	1777.6243	Commercial & Professional Serv	-0.02032761
HD	0.336201437	0.483538054	-0.045943621	0.447861105	0.607406452	-0.219597614	249618.2319	Retailing	0.013168689
HE	0.62333332	0.742101725	0.190915092	-1.541906002	-0.819990693	-0.705157903	4927.7395	Utilities	0
HELE	-1.207609482	0.585548728	-0.150752357	-2.144753966	-0.434438544	-0.474373007	4017.0482	Consumer Durables & Apparel	0.003499222
HES	-0.170855747	-0.916616647	-0.212404486	-0.950635003	-0.778047049	-2.013153504	18996.5438	Energy	0.013048096
HFC	0.385943365	-1.756409116	2.353665236	-1.023695668	-0.536056599	-0.832166845	8818.0985	Energy	0.013353395
HIG	0.096741596	0.667447941	0.761294292	-0.445963475	-0.841954114	-1.263951366	21517.7082	Insurance	0.004797807
HII	-0.122084077	-1.189136313	0.714068223	-1.340247768	-0.431299561	0.132484725	8472.7532	Capital Goods	0.015101395
HIW	1.549218832	-0.60765315	-0.502439671	-2.076324934	-0.064921408	0.124480821	4624.033	Real Estate	0.007866728
HLT	-0.791885982	0.877198436	-0.466815874	-0.887281584	0.834038677	-0.718960716	26777.8698	Consumer Services	0.020535227
HNI	1.088410645	-1.472811726	1.093717794	-2.328213483	-0.898861018	-0.366045645	1473.6026	Commercial & Professional Serv	0.026512968
HOG	1.535570526	-1.614301206	1.668591463	-1.392282035	-0.358480981	-0.820873047	5543.5997	Automobiles & Components	0.038461538
HOLX	-1.207609482	0.724749657	-0.440003319	-1.424125069	-0.421006486	-0.096182236	13044.5375	Health Care Equipment & Servic	0.003083882
HOMB	0.619452286	-1.218669629	0.009692067	-1.89118424	-0.992852953	0.417550699	3083.0854	Banks	0.028697572
HON	0.215501257	0.01352794	0.038206803	0.087203628	0.00807172	-0.357824767	117733.1046	Capital Goods	0.015903585
HP	3.000075516	-2.552492092	1.074205667	-1.743830505	-0.848827042	-0.700494343	4192.4051	Energy	0.043821448
HPE	0.813762756	-0.843984826	2.242066463	-0.386082593	-0.779760604	-0.551066665	18800.6576	Technology Hardware & Equipmen	0.017009213
HPQ	1.283367955	-1.545686994	2.482446196	-0.301841624	-0.632262349	-1.877165531	24659.042	Technology Hardware & Equipmen	0.013100437
HR	1.084141507	0.635249771	-1.104544198	-2.278002117	-0.29583376	0.112672187	4377.5425	Real Estate	-0.003548196
HRB	1.667202286	-0.64107993	2.158812479	-1.863240083	2.360420163	-0.560610487	4696.8492	Consumer Services	0
HRC	-0.681341177	0.505130386	-0.14699667	-1.692419332	-0.601767448	0.352727999	6898.0159	Health Care Equipment & Servic	0.013159237
HRL	0.034580357	-0.007308085	-0.151344065	-1.023793477	-0.374761979	-0.429933484	23355.8466	Food, Beverage & Tobacco	-0.012239021
HSIC	-1.207609482	-0.881755263	0.753765464	-1.141509968	-0.776035009	-0.20113747	9329.9531	Health Care Equipment & Servic	0.008977236
HST	1.905950604	-1.207216151	0.227031819	-1.201360965	-0.806834351	-1.014182437	12130.9981	Real Estate	0.009085403
HSY	0.062200387	2.117991242	-0.473206349	-1.001320413	0.742957735	-0.456325227	33010.7742	Food, Beverage & Tobacco	-0.006333973
HUBB	0.45399084	-0.150700205	0.357760914	-1.560044386	-0.470935181	-0.185005028	7116.6911	Capital Goods	0.004942966
HUM	-0.651845314	-1.182657325	1.12541539	-0.286743617	-0.765355265	-0.214626834	34590.9633	Health Care Equipment & Servic	0.019567298
HWC	0.679931743	-1.619363568	0.356962784	-1.626358004	-1.063076372	-0.081364373	3357.3617	Banks	0.024782135
IART	-1.207609482	-0.427760092	-0.56440511	-1.976249838	-0.624571105	0.492547547	5140.6206	Health Care Equipment & Servic	0.02891933
IBKR	-0.663941205	-0.911648772	-0.37452333	-0.941207665	0.028840842	0.323017273	19843.9762	Diversified Financials	0.01289368
IBM	1.723736025	-0.620552646	1.269692133	0.410863211	0.434844317	-0.972818682	126671.2941	Software & Services	0.011549635
IBOC	0.688275968	-1.221347035	-0.12227054	-2.051386424	-1.032935438	-0.552070085	2464.1504	Banks	0.017173052
ICE	-0.450678348	0.80226413	-0.750311765	-0.468247025	0.036208683	0.402730525	52678.987	Diversified Financials	-0.008444163
ICUI	-1.207609482	-2.383709855	0.227458157	-2.23433435	-0.326332885	0.57638378	3262.306	Health Care Equipment & Servic	0.005967996
IDA	0.323070603	0.088090871	-0.220027371	-1.822462964	-0.345747764	-0.677241223	5707.474	Utilities	-0.000360068
IDCC	0.582388404	-1.938402602	1.439515452	-2.630156362	0.238263135	0.882875388	1574.7287	Technology Hardware & Equipmen	0.046007455
IDXX	-1.207609482	0.868177876	-1.275602229	-1.701564322	0.562393563	0.133569748	23812.5158	Health Care Equipment & Servic	0.016749927
IEX	-0.391621937	0.310938575	-0.543582271	-1.6508604	-0.065277478	-0.372778723	12024.8093	Capital Goods	0.021592875
IFF	0.421002045	-1.082921537	-0.510039199	-1.336241655	-0.571084356	-0.054711253	12722.2351	Materials	0.018797965
ILMN	-1.207609482	-1.205662628	-1.269132597	-1.149815115	0.033805675	0.866939835	44443.9795	Pharmaceuticals, Biotechnology	0.014756188
INCY	-1.207609482	0.675452604	-1.540300498	-1.728583887	-1.475228537	1.949344013	16102.0391	Pharmaceuticals, Biotechnology	0.004619242
INFO	-1.207609482	0.897668556	-0.908532519	-1.04340471	-0.579128336	0.944749858	27010.555	Commercial & Professional Serv	0.005002207
INGR	0.863569368	-1.509772124	1.568804301	-1.532140934	-0.450642399	-0.696720636	5251.5992	Food, Beverage & Tobacco	0.020545339
INT	-0.556889331	1.541514356	0.240163727	-1.24908322	-1.310440972	-0.179288916	2599.5831	Energy	-0.003323108
INTC	0.392993911	0.03835071	1.101817715	0.518695102	0.637701891	-0.292986891	225575.5919	Semiconductors & Semiconductor	0.01917433
INTU	-0.694213276	1.039248374	-1.056826046	-0.913276756	0.980572649	0.070014216	69463.0681	Software & Services	0.009494262
IP	2.094245471	-1.257865323	2.612133725	-0.606172962	-0.418014043	-1.060392045	15391.3287	Materials	0.033059906
IPG	1.70859999	-0.88244345	0.990447597	-1.151938183	-0.631588906	-0.566355164	8073.604	Media & Entertainment	0.012607161
IPGP	-1.207609482	-0.325698253	0.09421919	-1.949267084	0.527353729	0.877594634	7012.8688	Technology Hardware & Equipmen	0.046552785
IQV	-1.207609482	0.619102626	-0.626200202	-0.73565803	-0.917165577	0.771312425	29247.0496	Pharmaceuticals, Biotechnology	0.007522948
IR	-0.050996458	0.494194631	0.076672561	-0.694180297	-0.551808474	-0.382841604	28641.3319	Capital Goods	0.011306863
IRM	3.000075516	-0.470378779	-0.030974873	-1.330610786	-0.495518979	0.575018822	9247.7101	Real Estate	-0.001857585
ISCA	-0.510381599	0.69739014	0.447793299	-2.419313457	-0.583331589	-0.762179678	1972.7197	Consumer Services	-0.00210433
ISRG	-1.207609482	-0.726458046	-1.365463236	-1.029736067	0.245826506	0.407478103	60989.8108	Health Care Equipment & Servic	0.013301254
IT	-1.207609482	-0.88816177	-0.706377862	-1.40514717	-0.782984982	0.489537816	12912.1553	Software & Services	0.014254769
ITT	-0.549321314	-0.425823972	0.348574199	-1.794573072	-0.609441554	-0.802401706	5084.6399	Capital Goods	0.045814978
ITW	0.619775705	-0.002985726	-0.043619481	-0.6297819	0.891051367	-0.746605379	49006.9412	Capital Goods	0.030887258
IVZ	3.000075516	-1.828124205	1.153593357	-1.115753985	-0.653228104	-0.163447618	7465.025	Diversified Financials	0.031921824
JACK	-0.079845483	-0.09163839	-0.104483952	-2.551134636	0.088205273	-0.90798276	2369.9115	Consumer Services	0.007619258
JBGS	0.272940571	0.028183455	-1.264772866	-2.021384393	-0.819053926	0.085649365	5273.8738	Real Estate	0.009268795
JBHT	-0.588066977	-0.731764116	0.629519917	-1.296177457	-0.243685926	0.082196563	11592.8854	Transportation	0.02574828
JBL	-0.624678071	0.435558475	2.066070692	-1.032449845	-0.99360754	0.074712728	5430.4525	Technology Hardware & Equipmen	0.016929699
JBLU	-1.207609482	-0.725606775	2.465903915	-1.360499333	-0.804656834	0.326873522	4846.9272	Transportation	-0.00266351
JCI	0.377469772	0.461881616	0.647989798	-0.305007788	-0.835783972	0.783085575	33769.7855	Capital Goods	0.022254128
JCOM	-1.207609482	0.293128731	-0.080899391	-2.105832914	-0.253231802	0.203582533	4451.4701	Software & Services	0.018761326
JEC	-0.717887587	0.610521004	0.158820311	-0.991287748	-1.023930105	-0.35434306	12170.4405	Capital Goods	0.024654172
JEF	0.550111132	-1.362488757	0.604147075	-1.256266492	0.083868012	-0.309689663	5517.6544	Diversified Financials	0.026121522
JHG	3.000075516	-1.40053789	2.207349792	-1.759562482	0.549269557	-0.738757155	4057.1728	Diversified Financials	0.039320388
JKHY	-0.498479759	-0.67752079	-0.729022636	-1.888944825	0.325105315	-0.085454681	11230.0928	Software & Services	-0.004553415
JLL	-0.790010149	-0.337214621	1.041113334	-1.165857623	-0.954902347	1.026608243	6863.1953	Real Estate	0.035146134
JNJ	0.631354125	-0.722221922	0.012215546	0.500961154	0.45709234	-0.522537187	352750.874	Pharmaceuticals, Biotechnology	0.017588718
JNPR	0.855354511	-1.158090021	0.461946039	-1.38011217	-0.780788354	-0.65409552	8240.7878	Technology Hardware & Equipmen	0.005091218
JPM	0.823982814	-0.472109053	0.203886812	1.409993016	-0.182119748	-0.600365848	366495.7382	Banks	0.016898695
JW/A	0.791705542	-1.614659789	1.215894757	-2.118467659	-0.483497756	-0.475674726	2474.4357	Media & Entertainment	0.024191672
JWN	1.73887206	-2.640690679	2.644608866	-1.20258448	-0.103672075	-0.780701571	5033.1825	Retailing	0.036137441
K	1.139640303	-0.703722859	0.522161609	-0.79244288	-0.039507972	-0.823125714	21401.9044	Food, Beverage & Tobacco	-0.003848004
KBH	-0.517238094	0.950927832	1.089932906	-1.740073843	-0.866052136	0.846241683	2981.6751	Consumer Durables & Apparel	-0.0044027
KBR	-0.346601935	0.740782021	0.19570954	-1.72003307	-0.984443841	-0.407475619	3402.9763	Capital Goods	0.02866639
KEX	-1.207609482	-0.840033959	0.113357446	-1.696936856	-0.95267703	-0.102287015	4851.4629	Transportation	0.006386176
KEY	1.564031447	-1.1649397	0.51015727	-0.535059914	-1.024388364	-0.099000411	17326.28	Banks	0.012216405
KEYS	-1.207609482	2.027723089	-0.300762966	-1.312002699	0.130940506	1.237724256	18116.279	Technology Hardware & Equipmen	0.006036217
KHC	2.629052052	-2.770588327	0.997364751	-0.141243414	-0.65635081	-0.439668514	32909.2692	Food, Beverage & Tobacco	0.005196733
KIM	2.326331346	0.602675657	-0.588787	-1.647567621	-0.093969916	-0.666718779	8655.459	Real Estate	0.009737098
KLAC	-0.003130364	2.10329053	-0.262738344	-1.25955897	1.758016469	-0.03679648	25529.9424	Semiconductors & Semiconductor	0.017916137
KMB	0.674433611	0.671943838	0.000600075	-0.585415837	1.545488824	-0.948391013	48729.6984	Household & Personal Products	-0.001885561
KMI	1.944631583	0.262308727	0.065967525	-0.294668123	-0.350953934	-0.238305976	46453.2826	Energy	-0.000494071
KMPR	-0.352552855	-0.693621763	-0.128120924	-1.515342733	-0.971288945	-0.226067736	5039.7014	Insurance	0.007861209
KMT	0.53122343	-1.746993776	1.574481421	-2.070566064	-0.372553504	-0.773256942	2464.9685	Capital Goods	0.034871434
